title,release_year,genres,runtime,director,vote_average,vote_count,popularity,budget,revenue
Take My Eyes,2003,"Romance, Drama",109,Icíar Bollaín,7.2,210,1.8307,0,0
The Cathedral,2002,"Science Fiction, Animation",6,Tomek Bagiński,6.8,105,1.5606,0,0
Blind Shaft,2003,"Drama, Crime",92,Li Yang,7.477,65,2.0846,0,0
The Twilight Samurai,2002,"Drama, Romance",129,Yoji Yamada,7.8,338,2.4665,5000000,7372769
The Twins Effect,2003,"Action, Comedy, Horror",107,Dante Lam Chiu-Yin,6.102,181,2.4303,0,3639926
Far Side of the Moon,2003,"Drama, Comedy",105,Robert Lepage,6.387,31,0.9148,0,0
Facing Windows,2003,"Drama, Romance",106,Ferzan Özpetek,6.951,325,1.2187,0,15530077
Ginger Snaps 2: Unleashed,2004,"Drama, Horror, Fantasy, Thriller",94,Brett Sullivan,6.416,345,4.1741,0,0
Dark Woods,2003,"Horror, Action, Adventure",85,Pål Øie,5.767,92,3.1468,6200000,1156728
Foolproof,2003,Action,97,William Phillips,6.117,192,5.0186,8256269,460978
"Easy Riders, Raging Bulls: How the Sex 'n' Drugs 'n' Rock 'n' Roll Generation Saved Hollywood",2003,"Documentary, History",119,Kenneth Bowser,7.1,60,0.8297,0,0
The Book of Fate,2003,"Action, Horror, Science Fiction, Western, War",85,Tommi Lepola,3.6,9,0.669,0,0
When the Last Sword Is Drawn,2003,"Action, Drama, History",137,Yojiro Takita,7.5,111,2.2887,4000000,2487338
2LDK,2003,"Comedy, Drama, Thriller, Horror",70,Yukihiko Tsutsumi,6.8,97,4.2534,0,0
Trauma,2004,"Drama, Mystery, Thriller, Horror",94,Marc Evans,5.1,58,1.6904,0,0
Intimate Strangers,2004,"Drama, Romance",104,Patrice Leconte,6.279,77,0.5486,4293360,10485817
Down to the Bone,2004,"Drama, Romance",104,Debra Granik,6.365,37,3.6297,0,0
A Talking Picture,2003,"Drama, History",96,Manoel de Oliveira,6.6,46,0.9546,0,20312
Ju-on: The Grudge,2002,Horror,92,Takashi Shimizu,6.737,879,4.2106,3500000,3657876
Oldboy,2003,"Drama, Thriller, Mystery, Action",120,Park Chan-wook,8.245,9352,10.2568,3000000,17500000
Red Lights,2004,"Thriller, Mystery, Crime",105,Cédric Kahn,5.443,53,10.4558,0,0
GhostWatcher,2002,"Horror, Mystery, Science Fiction",90,David A. Cross,3.6,8,1.0263,0,0
Ginger Snaps Back: The Beginning,2004,"Horror, Drama, Western, Fantasy, Thriller",94,Grant Harvey,6.089,293,3.0144,3500000,0
Moon Child,2003,"Horror, Action, Thriller, Science Fiction, Drama",120,Takahisa Zeze,5.667,33,1.9206,0,0
The Black Lapp,2003,"Comedy, Crime, Drama",87,Erik Smith-Meyer,5.905,21,2.084,0,0
Lost Embrace,2004,"Drama, Comedy",99,Daniel Burman,6.447,38,2.497,0,0
One Missed Call,2003,"Horror, Mystery, Fantasy",112,Takashi Miike,6.224,453,2.3583,1700000,17605379
Goldfish Memory,2003,"Comedy, Drama, Romance",85,Elizabeth Gill,5.661,28,7.6327,1200000,0
Inuyasha the Movie 2: The Castle Beyond the Looking Glass,2002,"Action, Animation, Adventure, Fantasy",100,Toshiya Shinohara,7.7,152,2.3695,0,7506630
The Jacket,2005,"Drama, Mystery, Science Fiction, Thriller, Fantasy",103,John Maybury,6.871,1598,4.7897,29000000,21733230
Millions,2004,"Comedy, Crime, Drama, Family",98,Danny Boyle,6.4,399,2.4723,7500000,11782282
The Saddest Music in the World,2003,"Comedy, Drama, Music",101,Guy Maddin,6.7,64,2.4676,0,0
Starship Troopers 2: Hero of the Federation,2004,"Adventure, Horror, Action, Science Fiction",92,Phil Tippett,4.455,661,4.3743,7000000,0
The Man Who Copied,2003,"Comedy, Drama, Romance, Crime",123,Jorge Furtado,7.496,363,1.9479,514059,24391
Ju-on: The Grudge 2,2003,"Horror, Thriller",92,Takashi Shimizu,6.446,364,3.0765,20000000,70700000
Sex Lives of the Potato Men,2004,Comedy,85,Andy Humphries,4.391,32,1.1584,2295691,1593126
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,"Animation, Science Fiction, Music, Adventure",65,Kazuhisa Takenouchi,7.788,500,2.3448,4000000,6664789
Ong-Bak,2003,"Action, Crime",105,Prachya Pinkaew,7.134,1775,5.765,1100000,20112926
Infernal Affairs II,2003,"Action, Thriller, Crime",119,Andrew Lau Wai-Keung,7.309,448,2.6011,125000,3208262
The Sea Inside,2004,Drama,126,Alejandro Amenábar,7.567,970,3.0158,12806000,43731621
Lucky 7,2003,"Romance, Comedy, TV Movie",96,Harry Winer,5.746,63,2.8057,0,0
Spanglish,2004,"Drama, Comedy",130,James L. Brooks,6.023,1349,1.4983,80000000,55470154
Buddy,2003,"Comedy, Drama, Romance",104,Morten Tyldum,6.293,41,3.2668,0,2575055
Festival Express,2003,"Documentary, History, Music",90,Frank Cvitanovich,7.14,25,1.4685,0,0
The Chorus,2004,Drama,97,Christophe Barratier,7.729,2520,4.4943,5300000,83600000
Saints and Soldiers,2003,"War, Drama, Action, Adventure, History",90,Ryan Little,6.281,294,1.6056,780000,1310470
The Story of the Weeping Camel,2003,"Documentary, Drama",91,Byambasuren Davaa,7.056,107,0.526,0,0
The Interpreter,2005,"Crime, Thriller",128,Sydney Pollack,6.3,1508,6.2202,80000000,162944923
Open Water,2004,"Horror, Thriller",79,Chris Kentis,5.545,1098,4.2818,120000,54683487
Romasanta: The Werewolf Hunt,2004,"Action, Horror",90,Paco Plaza,5.025,102,5.7981,4500000,432671
Running on Karma,2003,"Action, Crime, Drama, Thriller",94,Johnnie To,6.4,95,1.9756,0,0
Touch of Pink,2004,"Comedy, Romance",91,Ian Iqbal Rashid,6.0,53,2.3087,0,0
Infernal Affairs III,2003,"Crime, Drama, Action",118,Andrew Lau Wai-Keung,6.9,356,6.4859,250000,4468597
The Memory of a Killer,2003,"Crime, Thriller, Action",114,Erik Van Looy,6.72,152,0.5736,0,0
Slasher,2004,Documentary,85,John Landis,6.5,8,0.271,0,0
Bobby Jones: Stroke of Genius,2004,Drama,120,Rowdy Herrington,5.9,50,0.5623,20000000,0
Layer Cake,2004,"Drama, Thriller, Crime",105,Matthew Vaughn,6.914,2257,3.1294,6500000,11900000
Silver City,2004,"Comedy, Drama, Mystery, Thriller",128,John Sayles,6.1,75,2.6853,0,1384395
The Return,2003,Drama,111,Andrey Zvyagintsev,7.29,670,2.3976,0,8482993
The Agronomist,2004,Documentary,90,Jonathan Demme,5.906,16,0.5622,0,0
Flight of the Phoenix,2004,"Action, Adventure, Drama",113,John Moore,5.994,901,2.6814,45000000,21009180
Mean Creek,2004,"Crime, Drama",90,Jacob Aaron Estes,6.8,393,5.3697,500000,603943
The Ring Two,2005,"Drama, Horror, Thriller",110,Hideo Nakata,5.752,2375,2.2978,50000000,161451538
A Day Without a Mexican,2004,"Comedy, Mystery",98,Sergio Arau,5.821,70,1.5806,1500000,10057021
The Gospel of John,2003,Drama,180,Philip Saville,7.544,124,5.1795,10000000,4100000
Machuca,2004,Drama,116,Andrés Wood,7.75,208,4.7657,1500000,3187700
The Corporation,2003,Documentary,145,Mark Achbar,7.612,272,0.5718,0,4500000
Game Over: Kasparov and the Machine,2003,Documentary,90,Vikram Jayanti,6.4,24,4.2885,0,0
Vibrator,2003,"Drama, Romance",94,Ryuichi Hiroki,5.857,28,1.8162,0,0
The Yes Men,2003,"Comedy, Documentary",80,Dan Ollman,6.918,97,1.1669,0,0
Ae Fond Kiss...,2004,"Drama, Romance",104,Ken Loach,6.437,135,0.9873,0,30148
Bimmer,2003,"Crime, Drama",110,Pyotr Buslov,6.252,123,2.7297,700000,1600000
As It Is in Heaven,2004,"Romance, Drama, Comedy, Music",132,Kay Pollak,7.106,180,2.8711,0,0
Green Tea,2003,"Drama, Romance",83,Zhang Yuan,7.0,13,1.6857,0,0
Lost Boys of Sudan,2003,Documentary,87,Megan Mylan,6.4,10,0.1958,0,0
She Hate Me,2004,"Comedy, Drama",139,Spike Lee,5.1,117,2.7169,8000000,1500000
Azumi,2003,"Adventure, Drama, Action, Thriller, Romance",128,Ryuhei Kitamura,6.9,349,2.9956,0,0
In My Father's Den,2004,"Drama, Mystery, Thriller",126,Brad McGann,6.952,105,1.7163,0,0
Tae Guk Gi: The Brotherhood of War,2004,"Action, Adventure, Drama, History, War",148,Kang Je-kyu,7.988,735,2.0903,1500000,0
Something the Lord Made,2004,"TV Movie, Drama",110,Joseph Sargent,7.8,284,8.0994,0,0
Metallica: Some Kind of Monster,2004,"Documentary, Music",141,Joe Berlinger,7.1,229,2.7285,0,0
Going the Distance,2004,"Comedy, Romance",93,Mark Griffiths,5.4,78,5.6346,0,1752950
Redemption: The Stan Tookie Williams Story,2004,"Crime, Drama, TV Movie",95,Vondie Curtis-Hall,5.955,56,1.6197,0,0
Schultze Gets the Blues,2003,"Comedy, Drama, Music",114,Michael Schorr,6.484,32,0.6214,0,4035118
Born Into Brothels: Calcutta's Red Light Kids,2004,Documentary,85,Zana Briski,6.791,242,0.497,350000,3529201
Dig!,2004,"Documentary, Music",107,Ondi Timoner,6.689,66,2.7238,0,127067
The Girl from Monday,2005,"Action, Comedy, Science Fiction, Drama",84,Hal Hartley,4.1,17,0.258,0,0
Riding Giants,2004,Documentary,105,Stacy Peralta,7.592,49,1.2148,2600000,3166000
Dear Pillow,2004,Drama,84,Bryan Poyser,3.667,3,4.2611,0,0
Word Wars,2004,Documentary,80,Julian Petrillo,6.4,24,0.6286,0,0
When Will I Be Loved,2004,"Drama, Thriller, Romance",81,James Toback,4.076,46,1.2937,0,159429
11:11,2004,"Horror, Thriller",95,Michael Bafaro,3.491,58,1.1614,0,0
Quiet as a Mouse,2004,"Comedy, Drama",85,Marcus Mittermeier,6.238,40,5.3386,40000,0
What the #$*! Do We (K)now!?,2004,"Documentary, Comedy, Drama",109,William Arntz,5.037,123,1.553,0,10000000
A Scanner Darkly,2006,"Animation, Science Fiction, Thriller",100,Richard Linklater,6.799,1862,2.6971,8700000,7659918
Casshern,2004,"Drama, Horror, Science Fiction",141,Kazuaki Kiriya,5.887,252,2.9344,6000000,12353768
Windstruck,2004,"Comedy, Romance, Drama",123,Kwak Jae-yong,7.148,149,2.7428,0,25000000
Howard Zinn: You Can't Be Neutral on a Moving Train,2004,Documentary,78,Denis Mueller,6.5,23,0.4171,0,0
Outfoxed: Rupert Murdoch's War on Journalism,2004,Documentary,74,Robert Greenwald,7.1,69,1.3614,0,0
"Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire",2004,Documentary,68,Sut Jhally,6.6,8,0.1023,0,0
Fahrenhype 9/11,2004,Documentary,80,Alan Peterson,3.7,7,3.965,0,0
Jerry Seinfeld: I'm Telling You for the Last Time,1998,Comedy,75,Marty Callner,7.432,118,1.3927,0,0
Noel,2004,"Drama, Romance",96,Chazz Palminteri,5.8,312,7.6079,0,0
In Enemy Hands,2004,War,94,Tony Giglio,5.769,108,5.6967,5400000,64236
Sexual Dependency,2003,"Drama, Romance",104,Rodrigo Bellott,4.3,10,0.5141,0,0
Chimes at Midnight,1965,"Comedy, Drama, History, War",115,Orson Welles,7.2,230,1.7743,800000,0
Million Dollar Baby,2004,Drama,132,Clint Eastwood,8.0,10051,5.4513,30000000,216763646
The Narrow Margin,1952,"Thriller, Crime",71,Richard Fleischer,7.258,157,0.6629,10000000,0
Hell Is for Heroes,1962,War,90,Don Siegel,6.452,127,0.725,0,0
Vincent & Theo,1990,Drama,138,Robert Altman,6.371,66,5.239,0,0
Some Came Running,1958,"Drama, Romance",137,Vincente Minnelli,6.939,139,2.2813,0,0
Gozu,2003,"Crime, Thriller, Horror, Mystery",130,Takashi Miike,6.764,225,4.3848,250000,0
"Goodbye, Dragon Inn",2003,Drama,82,Tsai Ming-liang,6.744,164,2.2237,0,0
Hotel Rwanda,2004,"Drama, History, War",122,Terry George,7.7,3021,6.8044,17500000,38000000
The Mahabharata,1990,"Drama, War",173,Peter Brook,6.944,18,0.3333,0,0
Sitcom,1998,"Comedy, Drama, Thriller, Romance",80,François Ozon,6.38,129,4.4015,0,0
Born to Dance,1936,"Comedy, Music, Romance",105,Roy Del Ruth,5.929,28,0.4025,0,0
Travels with My Aunt,1972,"Adventure, Comedy",109,George Cukor,5.885,39,1.4146,0,0
Blood and Black Lace,1964,"Horror, Thriller, Mystery",88,Mario Bava,7.316,450,1.2538,0,0
Hellraiser: Inferno,2000,"Horror, Thriller",100,Scott Derrickson,5.407,507,1.3448,2000000,0
Charlie and the Chocolate Factory,2005,"Adventure, Comedy, Family, Fantasy",115,Tim Burton,7.04,15747,11.2513,150000000,475000000
Auggie Rose,2000,"Drama, Mystery, Thriller",109,Matthew Tabak,5.597,31,4.309,0,0
3-Iron,2004,"Drama, Romance, Crime",88,Kim Ki-duk,7.829,1207,2.7912,0,3403957
It Happens Every Spring,1949,Comedy,87,Lloyd Bacon,6.4,21,1.1797,0,1850000
The Life Aquatic with Steve Zissou,2004,"Adventure, Comedy, Drama",119,Wes Anderson,7.1,3046,2.3103,50000000,34808403
The Aviator,2004,Drama,170,Martin Scorsese,7.218,5607,3.8152,110000000,213719942
The Phantom of the Opera,2004,"Thriller, Drama, Romance",141,Joel Schumacher,7.3,1714,4.9074,70000000,154674241
Beyond the Sea,2004,"Drama, Music",118,Kevin Spacey,6.263,173,3.1885,25000000,8400000
The Woodsman,2004,"Drama, Crime",87,Nicole Kassell,6.867,505,8.515,4000000,4700000
In Good Company,2004,"Comedy, Drama, Romance",110,Paul Weitz,6.0,656,1.8269,0,61314565
Meet the Fockers,2004,"Comedy, Romance",115,Jay Roach,6.251,4983,4.1844,80000000,516642939
The Assassination of Richard Nixon,2004,"Drama, History, Thriller, Crime",95,Niels Mueller,6.486,295,2.3144,0,4426087
A Love Song for Bobby Long,2004,Drama,119,Shainee Gabel,6.8,406,3.0917,0,1841260
The Merchant of Venice,2004,"Drama, Romance",132,Michael Radford,6.782,588,3.2087,30000000,21600000
The River,1997,"Drama, Romance",116,Tsai Ming-liang,6.664,73,3.62,0,0
Rebels of the Neon God,1994,"Drama, Crime",106,Tsai Ming-liang,7.3,146,2.1338,0,28791
Captain Kidd,1945,"Action, Adventure, History",89,Rowland V. Lee,6.2,33,0.6306,0,0
Hold That Ghost,1941,"Comedy, Horror",86,Arthur Lubin,6.8,70,1.2255,0,0
Kamikaze Girls,2004,Comedy,102,Tetsuya Nakashima,7.0,211,3.187,0,0
Fat Albert,2004,"Comedy, Family, Fantasy",93,Joel Zwick,5.122,267,2.6348,45000000,48600000
The Keys to the House,2004,Drama,111,Gianni Amelio,6.457,81,0.7772,0,0
In the Realms of the Unreal,2004,Documentary,81,Jessica Yu,7.1,40,0.5823,0,0
White Noise,2005,"Drama, Horror, Thriller",101,Geoffrey Sax,5.6,838,6.3469,10000000,91196419
Underclassman,2005,"Comedy, Action",95,Marcos Siega,4.9,92,4.9224,0,0
The Upside of Anger,2005,"Comedy, Drama",118,Mike Binder,6.269,279,0.9362,12000000,28237488
Bomb the System,2002,"Drama, Action",93,Adam Bhala Lough,6.9,16,1.9095,0,0
Arrowhead,1953,"Action, Western",105,Charles Marquis Warren,5.9,26,4.7732,0,0
The Grateful Dead Movie,1977,"Music, Documentary",132,Jerry Garcia,7.12,25,1.5258,0,0
Last Train from Gun Hill,1959,Western,98,John Sturges,7.1,205,4.5014,0,2500000
The Naked Jungle,1954,"Adventure, Romance, Drama",95,Byron Haskin,6.4,111,2.885,0,0
A Handful of Dust,1988,"Romance, Drama",118,Charles Sturridge,6.037,41,2.1264,0,1561000
The Pickle,1993,"Comedy, Drama, Romance, Thriller",103,Paul Mazursky,4.692,13,3.9435,0,0
Wetherby,1985,"Drama, Mystery",102,David Hare,5.9,40,6.6559,0,0
Little Miss Marker,1980,"Comedy, Romance",103,Walter Bernstein,6.5,48,1.4731,0,6321392
Little Miss Marker,1934,"Comedy, Family",79,Alexander Hall,6.4,24,1.9925,0,0
Sweet Liberty,1986,"Comedy, Romance",106,Alan Alda,5.3,39,2.0858,0,0
The Promised Life,2002,Drama,93,Olivier Dahan,5.094,16,0.9378,0,0
It's All True,1993,Documentary,89,Bill Krohn,7.6,16,1.4643,0,0
I Remember Mama,1948,"Family, Drama",134,George Stevens,7.1,62,1.4215,0,0
The Last Horror Movie,2004,"Horror, Thriller",76,Julian Richards,5.5,46,1.3521,780000,0
Testament,1983,"Drama, Science Fiction",90,Lynne Littman,6.3,131,3.3429,1500000,2044892
Smooth Talk,1985,"Drama, Thriller",91,Joyce Chopra,6.202,62,0.5482,0,0
Distant Thunder,1988,Drama,114,Rick Rosenthal,5.6,16,2.2828,8000000,156188
Hell's Angels,1930,"Drama, War, Action",131,Howard Hughes,6.4,100,3.3089,3950000,8000000
Daddy's Dyin'... Who's Got the Will?,1990,Comedy,95,Jack Fisk,5.2,8,0.8337,0,1373728
Jinxed!,1982,Comedy,103,Don Siegel,4.5,23,2.2706,0,0
Out Cold,1989,"Comedy, Drama, Thriller",88,Malcolm Mowbray,5.865,26,3.5355,0,0
Heart of America,2003,Drama,87,Uwe Boll,4.922,32,5.5073,3000000,0
A Show of Force,1990,"Crime, Mystery, Thriller",95,Bruno Barreto,4.8,9,1.7496,0,0
Son of Godzilla,1967,"Adventure, Family, Science Fiction",86,Jun Fukuda,6.451,233,2.6531,0,2399280
Man Trouble,1992,"Comedy, Romance",100,Bob Rafelson,4.9,64,2.9119,30000000,4096030
Battles Without Honor and Humanity,1973,"Drama, Crime",99,Kinji Fukasaku,7.348,115,3.2749,150000,0
Führer Ex,2002,Drama,105,Winfried Bonengel,6.177,31,7.5337,6854500,0
Stander,2003,"Action, Crime, Drama",116,Bronwen Hughes,6.2,113,1.9857,15000000,0
Hester Street,1975,"Drama, Romance",90,Joan Micklin Silver,6.081,31,5.2151,0,0
Mikey and Nicky,1976,"Crime, Drama",106,Elaine May,6.8,184,1.639,4300000,0
The Bigamist,1953,"Drama, Romance",80,Ida Lupino,6.397,107,4.9615,0,0
Freedomfighters,1996,"War, Drama, History",125,Vicente Aranda,6.3,64,0.4673,0,0
Imaginary Heroes,2004,"Comedy, Drama",111,Dan Harris,6.482,114,2.0165,10000000,0
Sergeant York,1941,"War, Drama",134,Howard Hawks,7.2,224,6.7055,1400000,16361885
Ruby & Quentin,2003,"Comedy, Crime",85,Francis Veber,6.679,867,10.0367,27440000,27729359
Deathwatch,2002,"Drama, Horror, Thriller, War",94,MJ Bassett,5.745,216,1.8884,0,2300000
Madame Rosa,1977,"Drama, Comedy",105,Moshé Mizrahi,6.75,40,2.0956,0,0
Day of the Wacko,2002,Comedy,93,Marek Koterski,7.602,221,3.4792,0,0
Wizards,1977,"Animation, Fantasy, Science Fiction",80,Ralph Bakshi,6.2,227,3.2786,1200000,9000000
For Love and Gold,1966,"Comedy, Adventure",120,Mario Monicelli,7.698,379,3.9303,0,1314230
Heartlands,2003,"Drama, Comedy",90,Damien O'Donnell,5.909,22,8.0795,0,0
Bud Abbott and Lou Costello Meet the Invisible Man,1951,"Horror, Comedy, Science Fiction",83,Charles Lamont,6.3,110,0.6647,627000,0
Abbott and Costello Go to Mars,1953,"Comedy, Science Fiction",77,Charles Lamont,5.4,53,1.2588,762446,1250000
"Bud Abbott and Lou Costello Meet the Killer, Boris Karloff",1949,"Comedy, Horror, Mystery",84,Charles Barton,6.5,54,0.4116,686000,0
The Life and Death of Peter Sellers,2004,"Drama, Comedy, Romance",122,Stephen Hopkins,6.6,185,0.5905,0,0
The Badge,2002,"Crime, Thriller",99,Robby Henson,5.822,45,4.9528,6000000,0
Appleseed,2004,"Animation, Action, Science Fiction",101,Shinji Aramaki,6.686,377,1.9782,10000000,1461989
The Milky Way,1969,"Comedy, Drama",102,Luis Buñuel,7.0,175,0.8737,0,0
Pippi in the South Seas,1970,"Adventure, Family",95,Olle Hellbom,6.9,130,1.1242,0,0
Pippi on the Run,1970,Family,94,Olle Hellbom,6.7,112,1.1306,0,0
The Stickup,2002,"Action, Thriller",97,Rowdy Herrington,6.237,19,2.2123,0,0
Elektra,2005,"Action, Fantasy, Adventure",97,Rob Bowman,5.038,2568,5.9285,43000000,56681566
Racing Stripes,2005,"Comedy, Family",102,Frederik Du Chau,5.894,641,3.9892,30000000,90754475
Coach Carter,2005,"Drama, History",136,Thomas Carter,7.575,3154,3.8784,30000000,76669554
The Fighting Sullivans,1944,"Drama, History, War",112,Lloyd Bacon,6.025,20,1.1948,0,0
Iceman,1984,Science Fiction,100,Fred Schepisi,6.169,136,1.4745,0,0
Ice Station Zebra,1968,"Action, Adventure, Thriller",149,John Sturges,6.3,173,1.4575,8000000,4600000
Common Ground,2002,Drama,110,Adolfo Aristarain,7.8,29,1.7037,0,0
Boys Town,1938,Drama,96,Norman Taurog,6.7,95,2.9812,0,0
Torremolinos 73,2003,"Comedy, Drama",87,Pablo Berger,6.164,73,5.0074,0,1819410
Zhou Yu's Train,2002,"Drama, Romance",97,Sun Zhou,6.2,26,1.7365,0,0
Shivers,1975,"Horror, Science Fiction",88,David Cronenberg,6.376,689,2.8712,179000,1000000
A Star Is Born,1976,"Drama, Music, Romance",139,Frank Pierson,5.987,233,3.0523,6000000,80000000
Beastmaster 2: Through the Portal of Time,1991,"Action, Adventure, Fantasy, Science Fiction",107,Sylvio Tabet,4.54,75,3.5157,6000000,869325
Gold Diggers of 1935,1935,Comedy,95,Busby Berkeley,6.434,53,1.4094,0,0
Rocco and His Brothers,1960,"Drama, Romance",178,Luchino Visconti,8.0,633,3.2222,0,0
The Mortal Storm,1940,Drama,100,Frank Borzage,7.275,89,1.1861,0,0
Once Upon a Honeymoon,1942,"Comedy, Romance, Drama",115,Leo McCarey,6.235,51,2.3675,0,0
Monday Morning,2002,"Drama, Comedy, Romance",126,Otar Iosseliani,5.9,18,1.6768,0,0
Christmas in July,1940,"Comedy, Romance",67,Preston Sturges,6.894,85,0.8057,0,0
I Married a Witch,1942,"Romance, Fantasy, Comedy",74,René Clair,6.8,216,2.1989,0,0
The Mayor of Hell,1933,"Crime, Drama",90,Archie Mayo,7.1,31,1.364,229000,0
The Miracle Woman,1931,Drama,90,Frank Capra,6.7,48,4.8958,0,0
Moolaadé,2004,Drama,124,Ousmane Sembène,7.158,73,4.8227,0,214605
This Girl's Life,2004,Drama,104,Ash Baron-Cohen,4.9,51,3.5125,0,0
Memories of Murder,2003,"Crime, Drama, Thriller",131,Bong Joon Ho,8.052,4291,7.9637,2800000,26000000
The Chase,1994,"Adventure, Comedy, Action, Crime",89,Adam Rifkin,5.8,373,4.2948,26000000,8000000
Hobson's Choice,1954,"Comedy, Drama, Romance",108,David Lean,7.3,155,3.1168,0,210000
Summer Storm,2004,"Comedy, Drama",98,Marco Kreuzpaintner,6.8,206,7.9517,2700000,2085166
Downfall,2004,"Drama, History, War",155,Oliver Hirschbiegel,7.857,4111,3.6075,16000000,92181574
The White Sound,2001,Drama,107,Hans Weingartner,7.0,58,3.2416,250000,0
Assault on Precinct 13,2005,"Thriller, Action, Adventure, Crime",109,Jean-François Richet,6.18,1150,2.4581,30000000,35294470
Are We There Yet?,2005,"Family, Adventure, Comedy, Romance",95,Brian Levant,5.7,1023,3.7885,32000000,97918663
Alone in the Dark,2005,"Action, Fantasy, Horror",98,Uwe Boll,3.245,637,2.3416,20000000,12693645
Hide and Seek,2005,"Horror, Mystery",101,John Polson,6.33,1654,2.5106,30000000,127369981
Aliens of the Deep,2005,Documentary,95,James Cameron,6.1,76,1.8241,0,0
Boogeyman,2005,"Thriller, Horror, Drama, Mystery",89,Stephen Kay,4.958,782,2.2403,20000000,67192859
The Wedding Date,2005,"Romance, Comedy",88,Clare Kilner,6.819,1230,2.5431,15000000,47175038
Inside I'm Dancing,2004,Drama,104,Damien O'Donnell,7.416,219,1.3263,0,0
Nobody Knows,2004,Drama,141,Hirokazu Kore-eda,8.0,598,4.11,0,0
Employee of the Month,2004,"Action, Comedy",98,Mitch Rouse,5.7,155,3.7398,0,0
Magic in the Water,1995,"Adventure, Fantasy, Drama, Family",98,Rick Stevenson,5.3,36,1.1348,0,0
The Great White Hope,1970,Drama,103,Martin Ritt,6.2,34,3.0631,0,0
A Study in Terror,1965,"Crime, Drama, Horror, Mystery",95,James Hill,6.208,72,3.5601,0,0
The Professionals,1966,"Western, Adventure, Action",117,Richard Brooks,7.101,326,2.4766,0,0
The Devil and Miss Jones,1941,"Comedy, Romance",92,Sam Wood,7.686,60,2.3078,0,0
Everyday People,2004,"Drama, TV Movie",91,Jim McKay,5.971,17,0.3577,0,0
The Marriage of Maria Braun,1979,Drama,120,Rainer Werner Fassbinder,7.355,283,3.1872,0,0
The Bitter Tears of Petra von Kant,1972,"Drama, Romance",124,Rainer Werner Fassbinder,7.381,227,0.9263,0,0
Beau Geste,1939,"Adventure, Drama, War",112,William A. Wellman,6.935,107,5.482,0,0
At Sword's Point,1952,"Adventure, Action",81,Lewis Allen,4.846,13,3.4138,0,0
Overnight,2003,Documentary,82,Mark Brian Smith,6.333,66,0.8225,550,0
Le Trou,1960,"Drama, Thriller, Crime",132,Jacques Becker,8.254,530,2.4201,0,33187
Lessons of Darkness,1992,"War, Documentary",54,Werner Herzog,7.815,143,0.7724,0,0
